max_degree,mean_degree,median_degree,nodes
7,5.0,5.0,2
11,4.75,3.0,4
2,2.0,2.0,2
4,4.0,4.0,2
70,28.3,26.5,40
4,4.0,4.0,2
9,5.666666666666667,5.0,3
3,2.5,2.5,2
4,3.5,3.5,2
9,7.75,8.0,4
10,7.75,9.0,4
3,3.0,3.0,2
8,5.333333333333333,4.0,3
4,3.6666666666666665,4.0,3
4,4.0,4.0,2
420,27.268551236749115,16.0,283
6,5.0,5.0,2
6,4.5,4.5,2
3,2.0,2.0,2
7,4.0,3.0,3
3,3.0,3.0,2
4,3.3333333333333335,4.0,3
3,2.5,2.5,2
4,3.0,3.0,2
5,4.0,4.0,2
11,5.333333333333333,3.0,3
25,16.4,16.0,5
7,5.5,5.5,4
6,5.0,5.0,2
15,10.0,9.0,3
8,6.0,6.0,2
3,3.0,3.0,2
5,4.0,4.0,2
8,6.0,6.0,2
6,4.0,4.0,2
4,4.0,4.0,2
10,8.25,8.5,4
6,4.333333333333333,4.0,3
4,4.0,4.0,2
28,16.666666666666668,18.5,12
10,7.666666666666667,9.0,3
6,4.5,4.5,2
2,1.5,1.5,2
3,2.5,2.5,2
12,6.666666666666667,5.5,6
12,5.75,4.0,4
11,6.5,6.5,4
4,4.0,4.0,2
4,3.5,3.5,2
4,4.0,4.0,2
27,9.2,5.0,5
11,5.0,2.0,3
23,18.7,18.5,10
19,12.8,12.0,5
10,6.0,6.0,2
8,4.333333333333333,3.0,3
5,3.5,3.5,2
4,3.5,3.5,2
6,5.5,5.5,2
13,9.5,9.5,4
4,4.0,4.0,2
11,7.25,7.0,4
4,3.5,3.5,2
6,5.5,5.5,2
4,3.0,3.0,2
3,2.5,2.5,2
5,4.0,4.0,2
5,3.5,3.5,2
4,3.25,4.0,4
5,4.0,4.0,2
3,2.5,2.5,2
8,5.0,5.0,2
12,9.0,10.5,4
22,7.5,3.0,4
9,3.75,2.0,4
6,4.0,4.0,2
3,2.5,2.5,2
4,3.5,3.5,2
12,9.5,9.0,4
3,2.5,2.5,2
6,5.5,5.5,2
6,4.0,4.0,2
4,3.0,3.0,2
7,4.333333333333333,4.0,3
16,7.25,5.5,4
4,3.0,3.0,2
8,6.5,6.5,2
4,3.0,3.0,2
2,2.0,2.0,2
7,5.5,5.5,4
3,3.0,3.0,2
2,2.0,2.0,2
10,7.666666666666667,7.0,3
5,5.0,5.0,2
21,15.75,16.5,4
11,9.333333333333334,9.0,3
2,1.5,1.5,2
9,6.333333333333333,5.0,3
9,6.333333333333333,7.0,3
2,2.0,2.0,2
7,5.5,5.5,2
2,2.0,2.0,2
7,4.333333333333333,3.0,3
16,10.333333333333334,9.0,3
4,3.0,3.0,2
5,4.0,4.0,2
7,5.25,5.0,4
4,2.6666666666666665,2.0,3
8,4.25,3.5,4
30,13.5,11.5,8
5,5.0,5.0,2
17,12.0,12.0,4
6,5.5,5.5,2
4,3.0,3.0,2
5,3.5,3.5,2
4,4.0,4.0,3
6,4.5,4.5,2
8,6.333333333333333,6.0,3
7,5.5,5.5,4
2,1.5,1.5,2
4,3.0,3.0,2
7,5.0,5.0,2
17,10.2,10.0,5
10,7.0,7.0,3
5,5.0,5.0,2
5,3.75,3.5,4
4,4.0,4.0,2
4,2.3333333333333335,2.0,3
9,6.333333333333333,7.0,3
5,4.0,4.0,2
3,2.0,2.0,3
7,6.0,6.0,2
8,6.333333333333333,6.0,3
5,5.0,5.0,2
6,4.0,4.0,2
4,3.5,3.5,2
5,4.0,4.0,2
28,16.88888888888889,18.0,9
4,3.5,3.5,2
2,2.0,2.0,2
4,4.0,4.0,2
13,9.333333333333334,11.0,3
3,2.5,2.5,2
13,8.0,8.0,2
5,4.0,4.0,2
9,4.666666666666667,3.0,3
2,2.0,2.0,2
5,4.0,4.0,2
4,4.0,4.0,2
5,4.0,4.0,2
3,2.5,2.5,2
9,6.666666666666667,7.0,3
7,3.6666666666666665,2.0,3
2,2.0,2.0,2
13,7.0,5.0,5
7,5.333333333333333,5.0,3
5,4.5,4.5,2
7,6.0,6.0,2
6,4.5,4.5,2
3,2.5,2.5,2
3,2.5,2.5,2
3,3.0,3.0,2
3,2.5,2.5,2
6,5.0,5.0,2
11,5.0,4.0,6
9,5.0,4.0,3
3,2.5,2.5,2
8,5.0,4.0,3
7,5.0,4.0,3
4,3.5,3.5,2
8,7.0,7.0,2
2,2.0,2.0,2
11,8.5,8.5,2
10,8.333333333333334,8.0,3
3,3.0,3.0,2
8,7.0,8.0,3
7,5.0,5.0,4
6,4.5,4.5,2
4,3.0,3.0,2
16,9.75,9.5,4
13,7.75,7.5,4
5,3.5,3.5,2
11,6.333333333333333,5.0,3
12,8.0,9.0,5
4,3.3333333333333335,4.0,3
12,9.0,9.0,3
62,34.78260869565217,36.0,23
6,5.0,5.0,2
5,4.0,4.0,2
7,5.5,5.5,2
7,4.333333333333333,4.0,3
4,3.0,3.0,2
193,28.443946188340806,20.0,223
10,8.0,8.0,2
7,6.333333333333333,7.0,3
11,8.75,9.0,4
4,3.5,3.5,2
14,8.333333333333334,6.0,3
7,4.666666666666667,5.0,3
5,4.5,4.5,2
13,11.833333333333334,12.0,6
16,14.0,15.0,3
11,6.75,6.0,4
4,3.5,3.5,2
7,4.75,5.0,4
6,5.5,5.5,2
5,4.0,4.0,3
6,6.0,6.0,4
10,8.25,8.5,4
6,4.333333333333333,5.0,3
5,3.5,3.5,2
6,4.0,4.0,2
8,5.333333333333333,4.0,3
5,3.6666666666666665,4.0,3
3,2.5,2.5,2
5,4.0,4.0,3
16,9.75,9.0,4
2,2.0,2.0,2
7,4.333333333333333,3.0,3
5,5.0,5.0,3
6,5.0,5.0,2
14,7.333333333333333,4.0,3
3,2.5,2.5,2
10,7.0,7.0,2
3,2.5,2.5,2
6,4.5,4.5,2
4,4.0,4.0,2
9,5.333333333333333,5.0,3
8,5.5,5.5,2
6,4.0,4.0,2
2,1.5,1.5,2
205,16.776,10.0,125
10,7.75,9.0,4
8,6.333333333333333,6.0,3
7,6.0,6.0,2
2,1.5,1.5,2
10,6.0,6.0,4
5,3.5,3.5,2
5,4.333333333333333,4.0,3
4,4.0,4.0,2
4,4.0,4.0,2
5,3.5,3.5,2
14,7.75,7.5,4
7,6.0,6.0,4
4,3.3333333333333335,4.0,3
6,4.5,4.5,2
5,3.5,3.5,2
4,3.0,3.0,2
7,5.0,5.0,2
11,6.666666666666667,5.0,3
4,3.5,3.5,2
6,5.0,5.0,2
4,3.0,3.0,3
14,10.0,11.0,5
5,3.5,3.5,2
17,6.333333333333333,5.0,6
4,2.6666666666666665,3.0,3
3,2.5,2.5,2
4,3.5,3.5,2
7,4.5,4.5,2
8,4.75,4.5,4
25,11.76923076923077,11.0,13
7,5.0,5.0,2
16,9.142857142857142,10.0,7
4,3.5,3.5,2
3,2.5,2.5,2
6,5.5,5.5,2
23,13.125,15.5,8
3,2.5,2.5,2
9,5.0,4.0,3
12,10.0,11.0,5
60,21.0,19.5,26
5,4.5,4.5,2
6,4.0,4.0,2
10,6.75,6.0,4
4,4.0,4.0,2
11,8.0,9.5,4
3,2.5,2.5,2
12,7.333333333333333,6.0,3
7,5.0,5.0,2
4,3.0,3.0,2
4,3.6666666666666665,4.0,3
18,11.6,12.0,5
25,14.25,12.5,4
6,5.0,5.0,2
7,5.0,5.0,2
4,3.5,3.5,2
2,1.5,1.5,2
8,5.0,5.0,2
6,5.25,5.5,4
3,3.0,3.0,2
3,2.5,2.5,2
4,3.5,3.5,2
4,3.0,3.0,2
10,6.75,6.0,4
219,56.43037974683544,33.0,79
5,4.5,4.5,2
4,4.0,4.0,2
2,2.0,2.0,2
13,9.666666666666666,10.0,3
7,6.5,6.5,2
11,8.2,7.0,5
2,2.0,2.0,2
4,2.6666666666666665,2.0,3
2,2.0,2.0,2
6,4.0,4.0,2
8,5.333333333333333,5.0,3
10,6.333333333333333,5.0,3
8,6.666666666666667,8.0,3
11,5.666666666666667,4.0,3
7,4.666666666666667,5.0,3
2,1.5,1.5,2
7,5.666666666666667,5.0,3
6,4.5,4.5,2
6,3.0,2.0,3
23,12.2,14.0,10
28,15.333333333333334,12.0,6
5,3.5,3.5,2
10,7.333333333333333,7.0,3
7,5.5,5.5,2
5,3.5,3.5,2
10,8.0,9.0,3
4,3.0,3.0,2
5,4.0,4.0,2
4,3.5,3.5,2
8,7.0,7.0,2
13,4.6,3.0,5
19,8.8,7.0,5
6,5.0,5.0,2
15,9.833333333333334,10.0,6
4,3.5,3.5,2
5,4.5,4.5,2
3,2.5,2.5,2
75,8.166666666666666,4.0,36
6,4.666666666666667,4.0,3
4,2.6666666666666665,2.0,3
11,8.666666666666666,9.5,6
4,2.6666666666666665,2.0,3
8,6.0,6.0,3
7,4.5,4.5,2
10,6.5,6.5,2
4,3.5,3.5,2
7,4.5,4.5,2
4,2.6666666666666665,2.0,3
4,3.5,3.5,2
4,4.0,4.0,2
4,4.0,4.0,2
8,7.0,7.0,2
6,5.0,5.0,2
4,4.0,4.0,2
5,3.5,3.5,2
6,5.0,5.0,2
2,2.0,2.0,2
16,9.25,7.5,4
5,4.5,4.5,2
2,2.0,2.0,2
11,7.333333333333333,6.0,3
14,8.75,7.0,4
5,4.0,4.0,2
7,5.333333333333333,5.0,3
7,5.5,5.5,2
4,3.0,3.0,2
4,3.0,3.0,2
6,4.5,4.5,2
3,2.5,2.5,2
4,3.0,3.0,2
4,3.0,3.0,2
4,3.3333333333333335,4.0,3
15,6.4,6.0,5
4,3.5,3.5,2
8,4.666666666666667,4.0,3
19,16.166666666666668,17.0,6
3,3.0,3.0,2
6,3.3333333333333335,2.0,3
5,4.0,4.0,2
2,2.0,2.0,2
4,3.5,3.5,2
6,5.5,5.5,2
15,7.333333333333333,5.0,3
20,8.8,7.0,5
5,5.0,5.0,2
11,5.666666666666667,4.0,3
8,5.666666666666667,5.0,3
3,2.5,2.5,2
5,4.5,4.5,2
4,3.0,3.0,2
3,2.3333333333333335,3.0,3
7,5.333333333333333,5.0,3
4,3.5,3.5,2
7,5.666666666666667,6.0,3
6,4.666666666666667,5.0,3
34,10.466666666666667,8.0,15
12,9.75,9.5,4
5,4.5,4.5,2
3,2.5,2.5,2
5,4.5,4.5,2
4,3.5,3.5,2
11,5.0,3.5,4
7,5.0,5.0,2
4,4.0,4.0,2
3,2.5,2.5,2
11,8.0,8.0,4
6,3.3333333333333335,3.0,3
9,6.75,7.0,4
2,2.0,2.0,2
34,18.333333333333332,19.0,12
10,8.0,9.0,3
3,3.0,3.0,2
2,2.0,2.0,2
5,4.5,4.5,2
6,5.5,5.5,2
4,3.5,3.5,2
14,10.5,11.0,4
9,7.0,8.0,3
6,6.0,6.0,2
8,4.0,2.0,3
26,9.428571428571429,6.0,7
5,4.5,4.5,2
5,4.0,4.0,2
9,7.333333333333333,8.0,3
6,4.0,4.0,2
5,4.0,4.0,2
5,3.5,3.5,2
4,3.5,3.5,2
2,1.5,1.5,2
11,4.75,3.0,4
2,2.0,2.0,2
10,8.0,8.0,3
12,9.4,8.0,5
70,20.05,16.5,20
5,4.0,4.0,2
8,7.5,7.5,2
5,3.0,3.0,3
69,29.423076923076923,27.5,26
2,1.5,1.5,2
4,3.0,3.0,2
9,7.666666666666667,9.0,3
11,6.6,6.0,5
3,2.0,2.0,2
5,4.0,4.0,2
3,2.6666666666666665,3.0,3
5,5.0,5.0,2
6,4.5,4.5,2
2,2.0,2.0,2
5,4.0,4.0,2
5,5.0,5.0,2
5,4.5,4.5,2
2,2.0,2.0,2
3,2.5,2.5,2
19,10.75,9.0,12
6,4.0,4.0,2
4,4.0,4.0,2
3,2.5,2.5,2
14,10.666666666666666,10.0,3
14,9.5,9.0,8
4,3.5,3.5,2
7,6.5,6.5,2
8,7.5,7.5,2
4,3.0,3.0,2
3,2.0,2.0,2
3,2.5,2.5,2
19,6.714285714285714,5.0,7
12,9.5,9.0,4
3,3.0,3.0,3
3,2.5,2.5,2
4,3.0,3.0,3
7,4.666666666666667,4.0,3
13,8.0,8.5,6
5376,86.70278073241148,40.0,6581
7,4.75,4.5,4
10,9.166666666666666,9.5,6
3,2.5,2.5,2
21,14.5,13.0,4
3,3.0,3.0,2
4,3.0,3.0,2
3,3.0,3.0,2
4,4.0,4.0,2
5,4.5,4.5,2
3,2.5,2.5,2
4,3.0,3.0,3
5,4.0,4.0,2
4,4.0,4.0,2
3,3.0,3.0,2
5,3.6666666666666665,4.0,3
4,4.0,4.0,2
4,4.0,4.0,2
5,4.0,4.0,2
601,7.306306306306307,2.0,111
4,4.0,4.0,3
4,3.0,3.0,2
4,4.0,4.0,2
6,3.6666666666666665,4.0,3
7,5.0,5.0,2
5,4.0,4.0,2
7,4.333333333333333,3.0,3
4,2.6666666666666665,2.0,3
6,5.0,5.0,4
14,11.0,12.0,5
4,3.5,3.5,2
3,3.0,3.0,2
6,5.5,5.5,2
12,5.5,4.0,4
4,3.0,3.0,2
2,2.0,2.0,2
4,3.0,3.0,2
4,3.0,3.0,2
9,7.0,7.0,2
10,7.0,8.0,4
14,9.166666666666666,10.5,6
12,6.4,6.0,5
9,6.333333333333333,5.0,3
3,2.5,2.5,2
10,5.0,4.0,5
2,2.0,2.0,2
6,5.0,5.0,2
6,4.5,4.5,2
3,2.5,2.5,2
7,4.0,3.0,3
5,4.0,4.0,2
4,4.0,4.0,2
16,8.333333333333334,7.0,3
4,3.0,3.0,2
309,19.716814159292035,8.0,113
3,2.5,2.5,2
6,5.5,5.5,2
9,5.333333333333333,4.0,3
8,5.666666666666667,7.0,3
5,3.5,3.5,2
9,5.0,3.0,3
3,2.5,2.5,2
2,2.0,2.0,2
21,10.636363636363637,10.0,11
2,2.0,2.0,2
10,7.0,6.0,3
8,7.333333333333333,8.0,3
4,4.0,4.0,2
7,6.666666666666667,7.0,3
3,3.0,3.0,2
2,2.0,2.0,2
11,6.666666666666667,6.0,3
5,3.75,4.5,4
7,5.666666666666667,6.0,3
5,4.0,4.0,2
6,5.0,5.0,2
6,4.5,4.5,2
5,3.5,3.5,2
4,4.0,4.0,2
5,4.5,4.5,2
4,4.0,4.0,2
4,4.0,4.0,2
3,2.5,2.5,2
18,8.6,7.0,5
4,3.0,3.0,2
7,6.666666666666667,7.0,3
4,3.0,3.0,2
8,5.5,6.0,4
6,4.0,4.0,2
3,2.5,2.5,2
5,4.0,4.0,2
5,3.5,3.5,2
3,2.5,2.5,2
5,3.5,3.5,2
7,6.0,6.0,2
4,3.0,3.0,2
7,6.333333333333333,7.0,3
6,4.666666666666667,4.0,3
3,3.0,3.0,2
2,2.0,2.0,2
4,3.5,3.5,2
4,3.5,3.5,2
8,6.666666666666667,7.0,3
8,7.0,7.0,2
5,4.666666666666667,5.0,3
4,3.5,3.5,2
2,2.0,2.0,2
6,4.666666666666667,4.0,3
4,3.3333333333333335,3.0,3
5,3.6666666666666665,3.0,3
3,3.0,3.0,2
4,3.5,3.5,2
4,3.0,3.0,2
3,2.5,2.5,2
4,3.0,3.0,2
7,3.6666666666666665,3.0,3
3,2.5,2.5,2
6,5.666666666666667,6.0,3
10,5.666666666666667,4.0,3
4,4.0,4.0,2
4,3.0,3.0,2
4,3.0,3.0,3
7,3.6666666666666665,2.0,3
4,3.5,3.5,2
4,3.0,3.5,4
4,3.3333333333333335,3.0,3
5,4.0,4.0,2
5,3.5,3.5,2
2,2.0,2.0,2
7,5.75,6.0,4
4,3.5,3.5,2
6,4.0,4.0,4
26,12.666666666666666,13.0,9
13,8.5,8.5,2
12,6.25,4.5,4
4,3.0,3.0,2
4,3.0,3.0,2
6,5.5,5.5,2
10,5.333333333333333,4.0,3
10,6.666666666666667,7.0,6
14,9.0,10.0,4
3,2.5,2.5,2
3,2.5,2.5,2
7,6.0,7.0,3
6,4.0,4.0,2
4,3.5,3.5,2
8,4.666666666666667,4.0,3
25,13.11111111111111,11.0,9
14,10.25,10.0,4
5,3.5,3.5,2
5,3.5,3.5,2
10,7.8,7.0,5
6,5.0,5.0,2
7,4.333333333333333,4.0,3
5,4.5,4.5,2
5,4.666666666666667,5.0,3
9,5.666666666666667,4.0,3
10,6.5,6.0,4
6,5.0,5.0,2
6,5.0,5.0,2
27,16.714285714285715,16.0,7
4,3.5,3.5,2
2,2.0,2.0,2
7,4.5,4.5,2
30,17.90909090909091,18.0,11
4,3.0,3.0,2
9,3.25,1.5,4
8,4.5,4.0,4
5,4.5,4.5,2
3,3.0,3.0,2
4,3.0,3.0,2
8,6.0,6.0,4
12,7.0,6.0,4
4,2.5,2.5,2
3,2.5,2.5,2
6,5.666666666666667,6.0,3
4,3.5,3.5,2
4,3.5,3.5,2
4,3.5,3.5,2
3,2.5,2.5,2
5,4.0,4.0,2
7,5.5,5.5,2
2,2.0,2.0,2
5,4.0,4.0,2
4,4.0,4.0,2
3,2.5,2.5,2
5,4.333333333333333,4.0,3
2,2.0,2.0,2
24,10.571428571428571,10.0,7
7,7.0,7.0,2
10,8.0,7.0,3
14,8.666666666666666,7.0,3
14,6.0,2.0,3
2,2.0,2.0,2
7,6.5,6.5,2
8,6.0,6.0,2
8,6.8,7.0,5
12,9.0,9.0,2
4,3.5,3.5,2
2,2.0,2.0,2
12,6.666666666666667,6.5,6
6,5.666666666666667,6.0,3
6,4.5,4.5,2
5,4.0,4.0,2
4,3.0,3.0,2
9,7.0,7.0,2
5,4.0,4.0,2
4,4.0,4.0,2
8,5.666666666666667,5.0,3
6,4.666666666666667,4.0,3
2,2.0,2.0,2
27,12.8,11.0,5
4,2.3333333333333335,2.0,3
42,12.863636363636363,9.5,22
4,3.0,3.0,2
5,4.0,4.0,2
8,5.666666666666667,5.0,3
4,3.0,3.0,2
8,4.666666666666667,3.0,3
14,8.2,8.0,5
6,5.0,5.0,2
9,5.75,5.0,4
4,3.5,3.5,2
4,3.0,3.0,2
11,8.0,8.0,2
2,2.0,2.0,2
8,5.0,5.0,2
6,4.5,4.5,2
3,2.5,2.5,2
7,5.25,5.5,4
4,3.5,3.5,2
5,4.666666666666667,5.0,3
4,3.0,3.0,2
4,3.0,3.0,2
3,2.5,2.5,2
10,6.5,6.5,2
7,5.5,5.5,2
3,2.5,2.5,2
9,4.666666666666667,3.0,3
13,9.5,9.5,2
18,9.571428571428571,7.0,7
6,5.5,5.5,2
8,7.0,7.0,2
6,5.0,5.0,3
10,6.666666666666667,6.0,3
4,4.0,4.0,2
2,2.0,2.0,2
4,3.0,3.0,2
2,2.0,2.0,2
3,3.0,3.0,2
4,3.5,3.5,2
4,3.5,3.5,2
2,2.0,2.0,2
8,6.666666666666667,7.0,3
73,47.05882352941177,48.0,17
4,3.5,3.5,2
11,6.333333333333333,5.0,3
4,4.0,4.0,2
4,3.0,3.0,2
6,5.333333333333333,5.0,3
6,5.5,5.5,2
3,2.5,2.5,2
4,3.5,3.5,2
11,5.75,4.0,4
7,4.666666666666667,4.0,3
4,3.3333333333333335,4.0,3
16,7.0,3.0,3
5,3.3333333333333335,3.0,3
6,4.5,4.5,2
12,6.666666666666667,5.0,3
7,5.5,5.5,2
9,5.666666666666667,5.0,3
4,3.0,3.0,2
19,9.0,8.0,7
4,3.5,3.5,2
3,3.0,3.0,2
5,4.0,4.0,3
10,9.333333333333334,9.0,3
3,2.5,2.5,2
7,6.0,6.0,2
7,5.5,5.5,2
10,5.5,5.0,4
5,3.6666666666666665,4.0,3
5,4.0,4.0,2
4,3.5,3.5,2
6,4.5,4.5,4
4,3.0,3.0,2
11,8.0,8.0,2
8,7.5,7.5,2
4,3.0,3.0,2
4,3.0,3.0,2
7,6.0,6.0,2
9,7.333333333333333,8.0,3
3,2.5,2.5,2
15,8.8,8.0,5
5,3.5,3.5,2
4,3.5,3.5,2
9,6.0,5.0,3
9,4.75,4.0,4
6,5.5,5.5,2
3,2.5,2.5,2
12,8.0,6.5,6
6,5.5,5.5,2
7,6.0,7.0,3
5,4.0,4.0,2
3,2.5,2.5,2
2,2.0,2.0,2
2,1.5,1.5,2
6,5.0,5.0,2
4,4.0,4.0,2
7,5.5,5.5,2
24,15.714285714285714,16.0,7
4,3.5,3.5,2
68,19.955555555555556,12.0,45
4,3.0,3.0,2
6,5.0,6.0,3
3,3.0,3.0,2
4,3.5,3.5,2
5,3.6666666666666665,4.0,3
16,11.25,10.0,4
5,4.0,4.0,2
3,3.0,3.0,2
6,5.0,5.0,3
5,5.0,5.0,3
10,8.0,8.0,3
5,3.6666666666666665,4.0,3
7,6.5,6.5,2
7,7.0,7.0,2
4,4.0,4.0,2
4,3.0,3.0,2
7,6.0,6.0,2
7,5.0,5.0,2
10,6.4,5.0,5
5,4.0,4.0,2
7,4.5,4.5,2
8,5.666666666666667,6.0,3
450,58.60253164556962,31.0,1185
4,3.5,3.5,2
7,6.5,6.5,2
10,5.333333333333333,3.0,3
5,3.5,3.5,2
7,5.0,5.0,2
10,6.0,4.0,3
31,20.11111111111111,20.0,9
8,5.5,5.5,2
4,3.0,3.0,2
6,3.6666666666666665,3.0,3
12,10.4,10.0,5
6,5.0,5.0,2
9,6.0,6.0,2
2,2.0,2.0,2
4,3.0,3.0,2
4,3.5,3.5,2
3,2.5,2.5,2
4,3.0,3.0,2
5,4.5,4.5,2
15,9.5,9.0,4
2,2.0,2.0,2
5,4.5,4.5,2
5,4.5,4.5,2
7,5.5,5.5,2
2,2.0,2.0,2
4,3.0,3.0,2
2,1.5,1.5,2
4,3.5,3.5,2
5,3.6666666666666665,4.0,3
6,5.5,5.5,2
3,2.5,2.5,2
2,2.0,2.0,2
9,5.666666666666667,4.0,3
2,2.0,2.0,2
2,2.0,2.0,2
10,9.0,9.0,3
5,4.666666666666667,5.0,3
11,7.333333333333333,6.0,3
7,5.5,5.5,2
10,6.0,5.0,3
5,4.5,4.5,2
2,2.0,2.0,2
4,3.5,3.5,2
5,3.5,3.5,2
9,7.0,6.5,4
3,2.5,2.5,2
10,7.5,7.5,2
4,4.0,4.0,2
5,4.0,4.0,2
7,4.5,4.5,2
8,6.5,6.5,4
5,4.0,4.0,2
4,3.0,3.0,2
5,2.75,2.0,4
6,5.0,5.0,2
6,4.5,4.5,2
8,6.0,6.0,3
5,4.0,4.0,2
3,2.5,2.5,2
7,5.5,5.5,2
2,2.0,2.0,2
6,5.5,5.5,2
7,4.5,4.5,2
8,5.5,5.5,2
4,3.0,3.0,2
8,7.333333333333333,7.0,3
4,3.0,3.0,2
6,4.666666666666667,4.0,3
12,10.0,11.0,4
9,6.666666666666667,8.0,3
21,15.5,15.5,6
3,2.0,2.0,3
4,3.0,3.0,2
5,3.5,3.5,2
4,3.5,3.5,2
12,7.0,6.0,3
9,6.5,6.5,2
8,5.666666666666667,5.0,3
7,4.166666666666667,4.0,6
3,2.5,2.5,2
